Tag_Number,Release_Da,Latitude_bad,Longitude_bad,Species_Na,Length,Weight,Latitude_F,Longitude_
B126481,1/7/16,34.49S,150.59E,STRIPED MARLIN,200,60,-34.83333333,151
S131385,2/23/06,34.57S,150.56E,BLACK MARLIN,200,80,-34.91666667,150.9166667
A407309,4/20/02,34.48S,151.10E,DOLPHINFISH,75,0,-34.83333333,151.1666667
A416077,11/23/02,35.11S,151.03E,ALBACORE,55,2,-35.16666667,151.0833333
B063051,2/27/10,33.03S,152.26E,STRIPED MARLIN,0,65,-33.08333333,152.4166667
B148624,3/8/18,33.03S,152.25E,BLACK MARLIN,0,70,-33.08333333,152.4166667
S247643,12/1/13,34.34S,151.13E,WHALER SHARK,250,150,-34.58333333,151.25
S166857,9/29/01,33.53S,151.28E,YELLOWFIN TUNA,0,10,-33.91666667,151.5
A397218,4/13/00,33.46S,151.25E,DOLPHINFISH,37,0,-33.75,151.4166667
A510916,2/1/09,33.10S,151.48E,DOLPHINFISH,20,0.5,-33.16666667,151.8333333
B118314,3/13/16,33.59S,151.39E,BLUE MARLIN,232,100,-34,151.6666667
S211271,11/27/04,34.00S,151.40E,YELLOWFIN TUNA,85,12,-34,151.6666667
A435268,3/17/07,33.48S,152.21E,YELLOWFIN TUNA,65,4,-33.83333333,152.3333333
S175728,1/30/00,33.12S,152.16E,STRIPED MARLIN,0,70,-33.16666667,152.25
B069001,2/21/12,33.03S,152.25E,STRIPED MARLIN,240,120,-33.08333333,152.4166667
B105317,1/1/16,33.04S,152.34E,STRIPED MARLIN,230,80,-33.08333333,152.5833333
A569896,4/5/14,33.59S,151.20E,DOLPHINFISH,60,0.5,-34,151.3333333
B060513,1/21/12,33.53S,151.22E,STRIPED MARLIN,0,40,-33.91666667,151.3333333
A564279,5/17/14,33.51S,151.29E,DOLPHINFISH,0,2,-33.83333333,151.5
B034762,4/17/21,33.53S,151.42E,BLUE MARLIN,0,55,-33.91666667,151.6666667
B112776,2/7/16,33.21S,152.07E,STRIPED MARLIN,130,50,-33.33333333,152.0833333
S181902,11/29/03,33.04S,152.28E,STRIPED MARLIN,240,90,-33.08333333,152.5
A335033,6/1/07,35.11S,151.03E,YELLOWFIN TUNA,0,25,-35.16666667,151.0833333
S201269,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,0,15,-35.16666667,151.0833333
A322755,4/1/01,34.04S,151.30E,DOLPHINFISH,50,3,-34.08333333,151.5
A371941,1/26/02,34.04S,151.30E,DOLPHINFISH,68,2,-34.08333333,151.5
S216346,7/30/11,33.57S,151.37E,MAKO SHARK,0,60,-33.91666667,151.5833333
S236601,9/11/09,33.59S,151.42E,MAKO SHARK,0,40,-34,151.6666667
A483039,2/10/07,33.04S,152.28E,BLACK MARLIN,0,70,-33.08333333,152.5
S210311,12/30/05,35.11S,151.03E,HAMMERHEAD SHARK,100,10,-35.16666667,151.0833333
S226229,1/24/09,34.13S,151.23E,TIGER SHARK,0,25,-34.25,151.4166667
D000181,4/2/04,34.00S,151.36E,DOLPHINFISH,50,0.8,-34,151.5833333
A451514,3/16/13,34.05S,151.31E,YELLOWFIN TUNA,0,3,-34.08333333,151.5
S255833,4/30/22,33.41S,151.33E,WHALER SHARK,200,0,-33.66666667,151.5833333
S162537,8/5/00,34.00S,151.38E,BLUE SHARK,0,150,-34,151.6666667
A151752,2/27/00,33.22S,152.08E,BLUE MARLIN,0,90,-33.33333333,152.1666667
A348954,2/28/00,34.57S,150.56E,BLACK MARLIN,230,100,-34.91666667,150.9166667
S203538,3/13/05,33.05S,151.42E,STRIPED MARLIN,170,45,-33.08333333,151.6666667
B167868,1/4/23,34.00S,151.36E,STRIPED MARLIN,0,75,-34,151.5833333
A346564,11/28/04,34.02S,151.39E,YELLOWFIN TUNA,0,5,-34,151.6666667
B063262,3/19/14,35.05S,151.01E,BLACK MARLIN,180,70,-35.08333333,151
A437163,12/26/04,34.35S,151.18E,YELLOWFIN TUNA,0,5,-34.58333333,151.3333333
B041819,3/21/10,33.48S,151.49E,STRIPED MARLIN,0,50,-33.83333333,151.8333333
S198723,5/20/07,33.30S,151.38E,YELLOWFIN TUNA,0,15,-33.5,151.6666667
B028700,3/9/08,33.22S,152.08E,BLUE MARLIN,200,0,-33.33333333,152.1666667
A480072,1/6/08,34.57S,151.05E,YELLOWFIN TUNA,0,7,-34.91666667,151.0833333
S165932,10/28/01,33.12S,152.16E,STRIPED MARLIN,0,65,-33.16666667,152.25
S259335,2/6/16,33.07S,152.03E,HAMMERHEAD SHARK,190,80,-33.08333333,152.0833333
A379823,3/12/05,35.08S,151.02E,BLACK MARLIN,240,130,-35.16666667,151
S171328,3/4/00,33.05S,151.49E,YELLOWFIN TUNA,90,10,-33.08333333,151.8333333
A518574,4/28/12,34.06S,151.24E,DOLPHINFISH,73,2,-34.08333333,151.4166667
S238165,6/25/11,34.13S,151.37E,BLUE SHARK,0,110,-34.25,151.5833333
A565810,10/2/19,34.40S,151.09E,YELLOWFIN TUNA,100,22,-34.66666667,151.1666667
A450134,1/20/05,33.17S,151.35E,DOLPHINFISH,38,0.2,-33.25,151.5833333
S230487,6/1/08,34.02S,151.39E,YELLOWFIN TUNA,100,28,-34,151.6666667
A500842,6/2/11,34.59S,151.17E,YELLOWFIN TUNA,110,24,-35,151.25
B083824,4/6/15,35.12S,150.56E,STRIPED MARLIN,0,80,-35.16666667,150.9166667
A495232,11/25/11,35.11S,150.58E,YELLOWFIN TUNA,90,10,-35.16666667,151
B116102,12/31/15,33.03S,152.25E,STRIPED MARLIN,190,50,-33.08333333,152.4166667
A518525,5/31/14,34.44S,151.09E,DOLPHINFISH,70,2,-34.75,151.1666667
A410830,3/16/08,33.19S,151.50E,DOLPHINFISH,0,2,-33.33333333,151.8333333
A396419,3/23/01,33.53S,151.38E,DOLPHINFISH,60,1,-33.91666667,151.6666667
S187212,3/30/02,33.57S,151.38E,DOLPHINFISH,50,2,-33.91666667,151.6666667
S192828,3/22/02,34.57S,150.56E,HAMMERHEAD SHARK,200,75,-34.91666667,150.9166667
B005181,2/5/06,33.04S,152.28E,BLUE MARLIN,290,190,-33.08333333,152.5
B176817,2/17/21,35.11S,150.56E,STRIPED MARLIN,0,70,-35.16666667,150.9166667
A360031,4/1/01,34.00S,151.15E,DOLPHINFISH,0,1,-34,151.25
A374337,2/5/00,34.00S,151.27E,STRIPED MARLIN,0,100,-34,151.4166667
A169582,2/8/04,34.00S,151.35E,BLUE MARLIN,250,180,-34,151.5833333
A413522,2/16/02,33.27S,151.40E,DOLPHINFISH,0,4,-33.41666667,151.6666667
S165884,1/4/00,33.15S,152.07E,STRIPED MARLIN,220,80,-33.25,152.0833333
A561304,3/15/13,33.33S,152.11E,YELLOWFIN TUNA,0,3,-33.58333333,152.1666667
A155063,3/20/05,34.57S,151.05E,DOLPHINFISH,55,1.5,-34.91666667,151.0833333
B160942,1/26/22,34.56S,151.05E,STRIPED MARLIN,0,85,-34.91666667,151.0833333
S195677,2/6/05,34.57S,151.05E,STRIPED MARLIN,350,110,-34.91666667,151.0833333
B139414,2/1/20,35.12S,151.01E,STRIPED MARLIN,180,55,-35.16666667,151
B068067,4/6/14,34.00S,151.33E,BLACK MARLIN,110,25,-34,151.5833333
B167962,2/26/22,33.50S,151.35E,BLACK MARLIN,0,80,-33.83333333,151.5833333
B026737,2/7/16,33.21S,152.08E,BLACK MARLIN,210,70,-33.33333333,152.1666667
B010589,2/22/09,35.11S,151.03E,STRIPED MARLIN,210,80,-35.16666667,151.0833333
A533356,11/24/12,35.12S,150.59E,ALBACORE,70,5,-35.16666667,151
S253926,7/30/16,35.12S,150.59E,MAKO SHARK,0,150,-35.16666667,151
S157352,1/27/02,33.29S,151.48E,STRIPED MARLIN,0,90,-33.5,151.8333333
S181060,3/14/02,34.57S,150.56E,STRIPED MARLIN,0,80,-34.91666667,150.9166667
S256058,3/3/18,34.58S,150.56E,WHALER SHARK,0,20,-35,150.9166667
S186342,11/8/04,34.02S,151.32E,ALBACORE,0,0,-34,151.5
B112941,3/29/15,34.36S,151.14E,STRIPED MARLIN,0,55,-34.58333333,151.25
A520858,3/9/14,33.37S,151.33E,DOLPHINFISH,60,0,-33.58333333,151.5833333
S137664,8/3/02,33.53S,151.23E,MAKO SHARK,0,80,-33.91666667,151.4166667
S204775,1/15/04,33.44S,151.24E,STRIPED MARLIN,0,70,-33.75,151.4166667
S129323,4/24/05,33.51S,151.36E,YELLOWFIN TUNA,0,8,-33.83333333,151.5833333
B180707,1/12/23,35.08S,151.02E,BLACK MARLIN,220,90,-35.16666667,151
B016809,2/4/07,33.14S,151.59E,STRIPED MARLIN,220,70,-33.25,152
A501749,11/9/08,34.57S,151.05E,ALBACORE,80,6,-34.91666667,151.0833333
B039707,1/7/11,34.53S,151.05E,STRIPED MARLIN,270,70,-34.91666667,151.0833333
B029464,2/18/08,33.04S,152.28E,STRIPED MARLIN,0,80,-33.08333333,152.5
A380265,11/25/01,35.11S,151.03E,YELLOWFIN TUNA,0,12,-35.16666667,151.0833333
A444558,11/8/08,35.11S,151.03E,ALBACORE,55,3.5,-35.16666667,151.0833333
B158372,12/20/22,34.04S,151.32E,STRIPED MARLIN,220,0,-34.08333333,151.5
S188185,8/3/02,34.00S,151.38E,MAKO SHARK,0,100,-34,151.6666667
S213076,11/13/05,34.02S,151.39E,YELLOWFIN TUNA,75,9,-34,151.6666667
A222610,3/23/01,34.57S,150.56E,WHALER SHARK,170,70,-34.91666667,150.9166667
A290229,4/15/01,33.04S,152.28E,DOLPHINFISH,0,2,-33.08333333,152.5
B015774,1/17/07,33.04S,152.28E,STRIPED MARLIN,0,45,-33.08333333,152.5
B147824,1/30/21,35.11S,150.57E,STRIPED MARLIN,0,80,-35.16666667,150.9166667
S239143,4/17/10,35.08S,151.02E,MAKO SHARK,150,50,-35.16666667,151
A573112,1/3/15,33.27S,151.40E,DOLPHINFISH,65,0,-33.41666667,151.6666667
B062882,5/21/17,33.35S,151.30E,STRIPED MARLIN,0,90,-33.58333333,151.5
S166511,1/16/00,33.35S,151.44E,STRIPED MARLIN,259,70,-33.58333333,151.75
B135733,2/2/18,35.00S,151.00E,STRIPED MARLIN,160,40,-35,151
A378979,4/21/02,33.06S,152.07E,DOLPHINFISH,0,1,-33.08333333,152.0833333
B032648,2/22/14,34.01S,151.26E,STRIPED MARLIN,0,80,-34,151.4166667
S202560,5/6/06,34.26S,150.59E,WHALER SHARK,80,20,-34.41666667,151
A334602,4/5/01,33.41S,151.19E,WHALER SHARK,76,2,-33.66666667,151.3333333
S251533,8/11/13,34.02S,151.39E,BLUE SHARK,0,100,-34,151.6666667
B083431,11/28/15,35.04S,151.00E,STRIPED MARLIN,225,80,-35.08333333,151
B035534,2/24/11,33.03S,152.25E,STRIPED MARLIN,240,90,-33.08333333,152.4166667
A544100,1/18/15,34.07S,151.19E,DOLPHINFISH,100,8,-34.08333333,151.3333333
B002331,3/17/07,33.44S,151.44E,STRIPED MARLIN,0,90,-33.75,151.75
S211125,11/20/05,34.02S,151.39E,YELLOWFIN TUNA,0,10,-34,151.6666667
B131417,2/5/17,33.22S,152.12E,BLUE MARLIN,220,100,-33.33333333,152.1666667
B004818,3/4/05,33.04S,152.28E,BLACK MARLIN,0,25,-33.08333333,152.5
B118174,2/19/21,35.05S,151.00E,STRIPED MARLIN,0,70,-35.08333333,151
A517337,3/20/09,35.08S,151.02E,DOLPHINFISH,55,1.5,-35.16666667,151
B027424,2/20/11,33.04S,152.24E,STRIPED MARLIN,0,0,-33.08333333,152.4166667
S223468,10/20/07,34.47S,151.10E,MAKO SHARK,0,50,-34.75,151.1666667
A665925,3/20/22,34.33S,151.00E,DOLPHINFISH,63,1.5,-34.58333333,151
A393393,2/23/01,33.46S,151.25E,DOLPHINFISH,35,0,-33.75,151.4166667
B026699,2/6/16,33.10S,151.48E,STRIPED MARLIN,0,80,-33.16666667,151.8333333
A373446,10/28/01,33.16S,152.11E,YELLOWFIN TUNA,50,6,-33.25,152.1666667
S201676,3/1/05,33.04S,152.28E,BLACK MARLIN,0,30,-33.08333333,152.5
B022237,3/1/11,35.10S,151.05E,STRIPED MARLIN,200,60,-35.16666667,151.0833333
B030273,3/24/08,33.04S,152.25E,STRIPED MARLIN,230,80,-33.08333333,152.4166667
A413005,2/13/05,34.04S,151.22E,DOLPHINFISH,50,1.2,-34.08333333,151.3333333
A395610,4/29/01,33.59S,151.16E,DOLPHINFISH,61,0,-34,151.25
B072371,1/6/13,34.31S,151.02E,STRIPED MARLIN,0,50,-34.5,151
B044485,4/4/09,33.40S,151.43E,STRIPED MARLIN,0,60,-33.66666667,151.75
D011945,5/18/14,33.53S,151.43E,DOLPHINFISH,75,3,-33.91666667,151.75
S240004,8/4/12,34.02S,151.38E,MAKO SHARK,0,40,-34,151.6666667
S246188,8/9/14,34.02S,151.39E,MAKO SHARK,180,65,-34,151.6666667
B041563,1/22/11,35.12S,150.59E,STRIPED MARLIN,0,80,-35.16666667,151
S233571,11/23/12,35.10S,151.01E,ALBACORE,50,5,-35.16666667,151
A457137,2/25/06,33.04S,152.37E,DOLPHINFISH,0,0,-33.08333333,152.5833333
A514903,4/28/12,34.06S,151.24E,DOLPHINFISH,60,4,-34.08333333,151.4166667
A399187,3/30/01,34.24S,150.54E,WHALER SHARK,122,6,-34.41666667,150.9166667
B100741,3/8/14,35.04S,151.02E,BLACK MARLIN,0,50,-35.08333333,151
A592057,1/20/19,33.42S,151.48E,DOLPHINFISH,62,1.5,-33.66666667,151.8333333
S161659,5/8/02,34.00S,151.45E,STRIPED MARLIN,0,80,-34,151.75
B139379,3/17/18,33.52S,151.44E,BLUE MARLIN,230,100,-33.83333333,151.75
B047105,4/13/09,33.14S,152.17E,STRIPED MARLIN,0,95,-33.25,152.25
B151502,2/22/20,35.08S,151.02E,STRIPED MARLIN,210,85,-35.16666667,151
A467002,11/13/06,34.22S,151.24E,YELLOWFIN TUNA,0,2,-34.33333333,151.4166667
A414777,4/6/03,33.44S,151.27E,YELLOWFIN TUNA,0,10,-33.75,151.4166667
S187307,1/24/04,33.57S,151.38E,STRIPED MARLIN,0,60,-33.91666667,151.6666667
S248221,8/10/13,34.02S,151.40E,WHALER SHARK,0,90,-34,151.6666667
B054383,5/2/15,35.12S,150.54E,STRIPED MARLIN,0,80,-35.16666667,150.9166667
A613565,11/18/20,35.08S,151.02E,ALBACORE,90,7.5,-35.16666667,151
B151606,3/24/19,35.08S,151.02E,BLACK MARLIN,210,100,-35.16666667,151
S176314,11/4/01,33.53S,151.29E,YELLOWFIN TUNA,45,4,-33.91666667,151.5
S165627,3/16/02,34.57S,150.56E,WHALER SHARK,130,20,-34.91666667,150.9166667
B028640,4/10/10,33.47S,151.42E,STRIPED MARLIN,0,65,-33.75,151.6666667
A379939,11/27/04,34.00S,151.40E,YELLOWFIN TUNA,50,5,-34,151.6666667
A471381,3/17/07,33.20S,152.16E,YELLOWFIN TUNA,0,4,-33.33333333,152.25
S213789,3/7/09,34.57S,150.56E,HAMMERHEAD SHARK,190,25,-34.91666667,150.9166667
S251041,2/6/23,35.11S,150.57E,HAMMERHEAD SHARK,205,100,-35.16666667,150.9166667
B173084,1/11/23,34.13S,151.19E,STRIPED MARLIN,180,70,-34.25,151.3333333
D000801,3/29/09,33.59S,151.20E,DOLPHINFISH,67,2.1,-34,151.3333333
S230743,3/29/08,33.12S,152.32E,YELLOWFIN TUNA,0,8,-33.16666667,152.5
A402876,11/25/01,35.11S,151.03E,YELLOWFIN TUNA,50,5,-35.16666667,151.0833333
B028907,2/25/09,35.11S,151.03E,BLACK MARLIN,0,150,-35.16666667,151.0833333
A349779,2/25/01,33.06S,152.07E,DOLPHINFISH,40,1,-33.08333333,152.0833333
A379659,2/16/02,33.06S,152.07E,DOLPHINFISH,60,1,-33.08333333,152.0833333
B144879,2/18/18,35.11S,150.57E,STRIPED MARLIN,0,85,-35.16666667,150.9166667
B162898,2/15/21,35.11S,150.57E,STRIPED MARLIN,0,60,-35.16666667,150.9166667
B182962,2/5/23,35.11S,150.57E,BLACK MARLIN,270,180,-35.16666667,150.9166667
B158981,4/7/19,35.09S,150.59E,STRIPED MARLIN,0,80,-35.16666667,151
B150042,1/4/23,34.15S,151.30E,STRIPED MARLIN,230,95,-34.25,151.5
S252121,2/14/15,33.35S,151.31E,HAMMERHEAD SHARK,130,35,-33.58333333,151.5
A356734,4/21/02,33.57S,151.23E,DOLPHINFISH,0,2,-33.91666667,151.4166667
B015232,12/8/13,33.51S,151.39E,STRIPED MARLIN,200,70,-33.83333333,151.6666667
A445761,8/27/05,35.11S,151.03E,ALBACORE,40,6,-35.16666667,151.0833333
A478008,6/30/11,35.03S,151.19E,YELLOWFIN TUNA,100,30,-35.08333333,151.3333333
A651286,11/22/20,33.59S,151.20E,DOLPHINFISH,90,4,-34,151.3333333
S216400,11/19/06,34.02S,151.32E,YELLOWFIN TUNA,0,10,-34,151.5
S187065,5/16/04,34.47S,151.10E,MAKO SHARK,140,40,-34.75,151.1666667
B081653,2/16/16,33.42S,151.44E,BLACK MARLIN,160,60,-33.66666667,151.75
B167751,5/1/22,34.01S,151.44E,BLUE MARLIN,0,140,-34,151.75
A395602,3/30/03,34.02S,151.39E,BLUE MARLIN,240,140,-34,151.6666667
S242652,8/4/12,34.02S,151.39E,BLUE SHARK,210,120,-34,151.6666667
S204693,5/13/06,34.57S,150.56E,WHALER SHARK,130,17,-34.91666667,150.9166667
S201961,1/26/06,33.04S,152.28E,BLACK MARLIN,220,90,-33.08333333,152.5
S185902,1/5/04,35.06S,150.59E,STRIPED MARLIN,230,70,-35.08333333,151
A550257,5/18/14,34.06S,151.24E,DOLPHINFISH,75,3,-34.08333333,151.4166667
A457748,1/13/08,33.35S,151.34E,DOLPHINFISH,0,2,-33.58333333,151.5833333
B022550,2/18/07,33.34S,151.35E,STRIPED MARLIN,0,75,-33.58333333,151.5833333
A162518,2/8/12,33.48S,151.20E,STRIPED MARLIN,140,45,-33.83333333,151.3333333
A385350,3/3/01,33.59S,151.48E,DOLPHINFISH,0,1,-34,151.8333333
A413230,11/23/01,35.06S,150.59E,YELLOWFIN TUNA,70,6,-35.08333333,151
S255263,11/29/14,35.10S,151.04E,BLUE SHARK,300,250,-35.16666667,151.0833333
S192127,2/2/02,33.05S,151.51E,YELLOWFIN TUNA,50,4,-33.08333333,151.8333333
B027416,3/21/10,33.20S,152.06E,STRIPED MARLIN,180,60,-33.33333333,152.0833333
S170489,2/14/01,34.57S,150.56E,WHALER SHARK,150,30,-34.91666667,150.9166667
A407374,3/9/03,33.04S,152.28E,STRIPED MARLIN,100,85,-33.08333333,152.5
A334139,2/2/01,35.02S,150.51E,STRIPED MARLIN,210,80,-35,150.8333333
S268227,3/27/21,34.58S,150.56E,WHALER SHARK,0,40,-35,150.9166667
B041022,3/10/09,35.11S,151.03E,BLACK MARLIN,0,130,-35.16666667,151.0833333
B156574,1/26/20,35.11S,150.57E,BLACK MARLIN,160,40,-35.16666667,150.9166667
S197252,1/28/06,33.05S,152.24E,BLUE MARLIN,0,100,-33.08333333,152.4166667
A570930,1/25/15,34.12S,151.13E,DOLPHINFISH,0,2,-34.16666667,151.25
S256743,11/28/17,34.31S,150.53E,HAMMERHEAD SHARK,130,17,-34.5,150.9166667
S204930,1/17/04,33.34S,151.42E,STRIPED MARLIN,0,10,-33.58333333,151.6666667
S181857,12/15/02,33.09S,152.02E,TIGER SHARK,150,60,-33.16666667,152
S166744,3/3/01,33.04S,152.28E,BLACK MARLIN,0,120,-33.08333333,152.5
B181991,1/13/22,35.10S,150.57E,STRIPED MARLIN,180,45,-35.16666667,150.9166667
B114613,4/6/19,35.08S,151.02E,STRIPED MARLIN,0,0,-35.16666667,151
A612887,1/19/19,33.55S,151.29E,DOLPHINFISH,80,4,-33.91666667,151.5
S87112,1/7/01,33.53S,151.26E,STRIPED MARLIN,0,65,-33.91666667,151.4166667
B024490,1/20/07,33.16S,152.14E,STRIPED MARLIN,0,70,-33.25,152.25
B009304,4/25/05,33.04S,152.28E,STRIPED MARLIN,245,90,-33.08333333,152.5
B073577,1/11/12,33.04S,152.24E,STRIPED MARLIN,0,80,-33.08333333,152.4166667
D001867,11/6/05,33.27S,151.40E,YELLOWFIN TUNA,0,1.5,-33.41666667,151.6666667
A409953,4/25/03,33.53S,151.38E,DOLPHINFISH,50,1.4,-33.91666667,151.6666667
D000226,1/25/13,33.53S,151.38E,DOLPHINFISH,63,1.3,-33.91666667,151.6666667
B176526,2/20/21,34.57S,151.05E,STRIPED MARLIN,0,100,-34.91666667,151.0833333
B002216,2/29/04,33.04S,152.28E,STRIPED MARLIN,0,70,-33.08333333,152.5
A323291,10/14/01,35.11S,151.03E,YELLOWFIN TUNA,100,9,-35.16666667,151.0833333
S172252,1/8/00,33.05S,151.38E,HAMMERHEAD SHARK,150,10,-33.08333333,151.6666667
A343186,3/1/09,33.07S,152.25E,WAHOO,0,0,-33.08333333,152.4166667
S251831,4/24/16,34.47S,151.10E,WHALER SHARK,0,40,-34.75,151.1666667
S166986,3/16/02,33.53S,151.26E,YELLOWFIN TUNA,0,2,-33.91666667,151.4166667
A449782,12/4/05,34.02S,151.39E,YELLOWFIN TUNA,0,5,-34,151.6666667
B079198,3/3/15,33.20S,152.15E,STRIPED MARLIN,225,80,-33.33333333,152.25
A378021,2/12/00,34.57S,150.56E,BLACK MARLIN,210,80,-34.91666667,150.9166667
A464608,4/13/08,34.54S,151.18E,YELLOWFIN TUNA,0,6,-34.91666667,151.3333333
A393520,9/16/01,33.09S,152.11E,MAKO SHARK,85,15,-33.16666667,152.1666667
S175634,4/9/00,35.11S,151.03E,HAMMERHEAD SHARK,200,70,-35.16666667,151.0833333
B177955,2/4/21,35.08S,151.02E,STRIPED MARLIN,0,0,-35.16666667,151
A520575,3/15/13,35.01S,150.58E,DOLPHINFISH,0,5,-35,151
B080059,2/7/14,33.04S,152.22E,BLACK MARLIN,0,50,-33.08333333,152.3333333
B177470,3/13/21,35.11S,150.57E,BLACK MARLIN,230,80,-35.16666667,150.9166667
B042805,4/3/10,33.04S,152.24E,BLACK MARLIN,0,110,-33.08333333,152.4166667
A537714,2/22/14,34.03S,151.24E,YELLOWFIN TUNA,55,5,-34.08333333,151.4166667
B171183,1/13/23,34.40S,151.12E,STRIPED MARLIN,0,70,-34.66666667,151.1666667
S191788,2/9/03,35.02S,151.01E,STRIPED MARLIN,250,90,-35,151
B139114,2/24/18,35.11S,151.00E,STRIPED MARLIN,180,60,-35.16666667,151
S136419,1/15/00,33.29S,151.51E,STRIPED MARLIN,0,100,-33.5,151.8333333
A622160,2/10/18,33.12S,152.16E,DOLPHINFISH,110,18,-33.16666667,152.25
B030045,1/26/10,33.03S,152.25E,BLACK MARLIN,0,65,-33.08333333,152.4166667
A358705,3/18/00,34.14S,151.10E,YELLOWFIN TUNA,0,20,-34.25,151.1666667
A549551,4/22/12,34.41S,150.59E,DOLPHINFISH,70,2,-34.66666667,151
A413519,2/16/02,33.27S,151.40E,DOLPHINFISH,0,4,-33.41666667,151.6666667
B128448,2/7/21,33.40S,151.48E,STRIPED MARLIN,0,30,-33.66666667,151.8333333
B125889,4/30/16,33.12S,152.16E,BLUE MARLIN,232,120,-33.16666667,152.25
S191857,4/12/04,33.04S,152.28E,STRIPED MARLIN,150,50,-33.08333333,152.5
S192721,2/2/03,33.04S,152.28E,STRIPED MARLIN,0,0,-33.08333333,152.5
S204602,6/6/21,34.35S,151.09E,BLUE SHARK,0,80,-34.58333333,151.1666667
S238137,9/18/10,34.28S,151.15E,MAKO SHARK,120,60,-34.5,151.25
A307679,3/15/14,33.39S,151.27E,DOLPHINFISH,75,2,-33.66666667,151.4166667
S142312,1/23/00,33.44S,151.23E,STRIPED MARLIN,180,60,-33.75,151.4166667
B130942,2/3/18,33.18S,152.10E,STRIPED MARLIN,0,60,-33.33333333,152.1666667
B068834,3/12/11,33.15S,152.09E,STRIPED MARLIN,0,50,-33.25,152.1666667
B037851,2/4/10,33.04S,152.24E,BLACK MARLIN,190,80,-33.08333333,152.4166667
B040868,3/6/10,33.04S,152.24E,STRIPED MARLIN,0,70,-33.08333333,152.4166667
A212653,4/21/02,34.40S,151.30E,DOLPHINFISH,0,2,-34.66666667,151.5
A375139,9/1/19,34.47S,151.10E,YELLOWFIN TUNA,100,30,-34.75,151.1666667
B151966,2/5/20,33.12S,151.44E,STRIPED MARLIN,0,45,-33.16666667,151.75
A414478,5/12/02,33.56S,151.28E,DOLPHINFISH,59,1.5,-33.91666667,151.5
A388217,3/18/00,33.53S,151.26E,DOLPHINFISH,45,0,-33.91666667,151.4166667
B149420,1/15/20,33.50S,151.22E,BLACK MARLIN,0,80,-33.83333333,151.3333333
A379770,10/14/01,34.53S,151.06E,YELLOWFIN TUNA,90,9,-34.91666667,151.0833333
B070156,2/12/13,35.06S,151.00E,STRIPED MARLIN,210,70,-35.08333333,151
B066089,4/27/13,35.11S,151.03E,STRIPED MARLIN,0,50,-35.16666667,151.0833333
B059846,4/9/11,33.04S,152.24E,STRIPED MARLIN,245,95,-33.08333333,152.4166667
S210501,9/18/10,34.47S,151.10E,MAKO SHARK,180,65,-34.75,151.1666667
a444480,3/21/10,34.41S,150.59E,DOLPHINFISH,55,2.5,-34.66666667,151
D001087,3/5/05,33.27S,151.40E,DOLPHINFISH,49,0,-33.41666667,151.6666667
A387884,7/22/00,34.00S,151.38E,BLUE SHARK,150,70,-34,151.6666667
B009708,2/22/09,34.44S,150.55E,STRIPED MARLIN,280,170,-34.75,150.9166667
B124210,2/10/18,35.05S,151.00E,STRIPED MARLIN,240,95,-35.08333333,151
B138896,2/23/18,35.11S,150.56E,STRIPED MARLIN,200,70,-35.16666667,150.9166667
S204019,11/28/04,34.14S,151.27E,YELLOWFIN TUNA,70,5,-34.25,151.4166667
A505729,10/16/11,34.15S,151.21E,YELLOWFIN TUNA,0,8,-34.25,151.3333333
A484795,1/24/09,34.15S,151.30E,DOLPHINFISH,60,2.5,-34.25,151.5
A658113,4/29/23,33.55S,151.24E,DOLPHINFISH,75,0,-33.91666667,151.4166667
B028507,3/21/10,33.14S,152.15E,STRIPED MARLIN,0,90,-33.25,152.25
B012297,2/10/07,34.53S,151.04E,STRIPED MARLIN,200,90,-34.91666667,151.0833333
B11123,2/18/18,33.04S,152.28E,BLUE MARLIN,0,100,-33.08333333,152.5
A478205,11/25/06,35.11S,151.03E,ALBACORE,0,7,-35.16666667,151.0833333
A478470,11/25/06,35.11S,151.03E,YELLOWFIN TUNA,80,4,-35.16666667,151.0833333
B118327,4/9/16,34.04S,151.39E,BLUE MARLIN,270,140,-34.08333333,151.6666667
D001692,3/20/05,33.35S,151.26E,DOLPHINFISH,60,2,-33.58333333,151.4166667
A346154,4/7/01,33.53S,151.26E,DOLPHINFISH,60,1,-33.91666667,151.4166667
S207734,7/11/04,33.50S,151.38E,STRIPED MARLIN,200,90,-33.83333333,151.6666667
B004934,4/10/10,33.56S,151.33E,STRIPED MARLIN,225,75,-33.91666667,151.5833333
A395829,12/9/07,34.02S,151.39E,YELLOWFIN TUNA,60,5,-34,151.6666667
A422537,4/23/05,33.59S,151.20E,DOLPHINFISH,60,2,-34,151.3333333
A429400,4/10/10,33.50S,151.50E,YELLOWFIN TUNA,100,15,-33.83333333,151.8333333
A405198,3/4/01,33.06S,152.07E,DOLPHINFISH,50,1,-33.08333333,152.0833333
B173592,2/27/21,35.11S,150.57E,STRIPED MARLIN,0,60,-35.16666667,150.9166667
B015069,3/19/08,35.08S,151.02E,STRIPED MARLIN,0,80,-35.16666667,151
S188056,11/10/01,34.35S,151.12E,YELLOWFIN TUNA,80,12,-34.58333333,151.1666667
B126110,1/13/20,34.34S,150.54E,BLACK MARLIN,0,60,-34.58333333,150.9166667
