Tag_Number,Release_Da,Latitude,Longitude,Species_Na,Length,Weight,Latitude_F,Longitude_
B121001,1/19/18,36.26S,150.66666667,BLUE MARLIN,250.0,150.0,-36.41666667,150.66666666700007
B182262,2/25/23,34.12S,151.5,BLUE MARLIN,255.0,170.0,-34.16666667,151.5000000000001
B126048,1/8/17,31.28S,153.16666667,STRIPED MARLIN,230.0,80.0,-31.5,153.16666666700007
A570491,2/16/13,41.20S,148.5,ALBACORE,55.0,3.0,-41.33333333,148.5000000000001
C532508,6/12/16,43.05S,148.0,SOUTHERN BLUEFIN TUNA,100.0,16.0,-43.08333333,148.0000000000001
A539665,1/26/13,38.05S,140.66666667,SOUTHERN BLUEFIN TUNA,90.0,20.0,-38.08333333,140.66666666700007
S115146,2/12/12,36.21S,150.41666667,MAKO SHARK,180.0,70.0,-36.33333333,150.41666666700007
A501142,11/24/12,35.09S,151.0,ALBACORE,75.0,10.0,-35.16666667,151.0000000000001
B184067,2/3/23,32.33S,152.41666667,BLACK MARLIN,0.0,20.0,-32.58333333,152.41666666700007
A616947,3/31/18,35.13S,135.58333333,SOUTHERN BLUEFIN TUNA,86.0,13.1,-35.25,135.58333333300004
B110642,8/24/17,16.52S,146.08333333,BLACK MARLIN,150.0,20.0,-16.83333333,146.08333333300004
C532034,5/8/07,38.11S,140.66666667,SOUTHERN BLUEFIN TUNA,95.0,13.0,-38.16666667,140.66666666700007
A499073,2/19/09,38.27S,140.83333333,SOUTHERN BLUEFIN TUNA,130.0,40.0,-38.41666667,140.83333333300004
A491202,8/6/07,20.26S,116.58333333,SPANISH MACKEREL,102.0,8.0,-20.41666667,116.58333333300004
A559648,1/20/12,27.54S,153.75,DOLPHINFISH,60.0,1.5,-27.91666667,153.7500000000001
A540760,12/29/20,27.02S,153.5,DOLPHINFISH,100.0,6.5,-27.0,153.5000000000001
B148523,3/12/18,33.40S,151.83333333,BLUE MARLIN,0.0,45.0,-33.66666667,151.83333333300004
A511206,11/7/08,20.19S,148.83333333,LONGTAIL TUNA,60.0,4.0,-20.33333333,148.83333333300004
B156365,1/25/20,36.58S,150.25,STRIPED MARLIN,0.0,75.0,-37.0,150.2500000000001
B006051,7/18/05,17.45S,122.0,SAILFISH,0.0,15.0,-17.75,122.00000000000011
B125323,1/7/20,26.36S,153.5,BLACK MARLIN,160.0,30.0,-26.58333333,153.5000000000001
A569057,2/20/16,26.55S,153.5,WAHOO,120.0,8.0,-26.91666667,153.5000000000001
S153002,3/18/00,34.04S,151.5,YELLOWFIN TUNA,0.0,20.0,-34.08333333,151.5000000000001
A602190,10/11/20,20.01S,148.91666667,SPANISH MACKEREL,110.0,7.0,-20.0,148.91666666700007
B168148,9/10/22,18.44S,147.25,BLACK MARLIN,120.0,12.0,-18.75,147.2500000000001
A569064,1/9/16,27.02S,153.5,DOLPHINFISH,105.0,5.0,-27.0,153.5000000000001
B002046,3/28/04,32.42S,152.5,BLACK MARLIN,0.0,80.0,-32.66666667,152.5000000000001
B149895,2/17/20,32.55S,152.58333333,STRIPED MARLIN,0.0,70.0,-32.91666667,152.58333333300004
S182889,8/7/01,19.04S,147.41666667,BLACK MARLIN,0.0,20.0,-19.08333333,147.41666666700007
A539991,6/13/11,38.13S,140.83333333,SOUTHERN BLUEFIN TUNA,80.0,0.0,-38.25,140.83333333300004
A529917,5/19/11,38.05S,140.66666667,SOUTHERN BLUEFIN TUNA,92.0,11.0,-38.08333333,140.66666666700007
B149898,3/11/18,32.43S,152.5,STRIPED MARLIN,0.0,40.0,-32.75,152.5000000000001
B002049,12/18/04,32.39S,152.83333333,STRIPED MARLIN,210.0,65.0,-32.66666667,152.83333333300004
B149204,3/4/18,36.31S,150.25,STRIPED MARLIN,0.0,80.0,-36.5,150.2500000000001
A561051,5/16/12,43.15S,148.0,SOUTHERN BLUEFIN TUNA,90.0,13.0,-43.25,148.0000000000001
B105786,3/26/19,21.53S,113.83333333,BLACK MARLIN,140.0,25.0,-21.91666667,113.83333333300004
B173869,9/17/20,24.42S,153.25,BLACK MARLIN,110.0,8.0,-24.66666667,153.2500000000001
A603830,1/2/19,35.20S,136.16666667,SOUTHERN BLUEFIN TUNA,52.0,3.0,-35.33333333,136.16666666700007
S115093,9/24/04,20.08S,149.0,WHALER SHARK,125.0,48.0,-20.16666667,149.0000000000001
B020251,9/26/06,15.36S,145.83333333,BLACK MARLIN,0.0,120.0,-15.58333333,145.83333333300004
B126555,4/5/21,34.40S,151.16666667,STRIPED MARLIN,0.0,70.0,-34.66666667,151.16666666700007
A540803,11/17/13,35.09S,136.08333333,SOUTHERN BLUEFIN TUNA,72.0,7.8,-35.16666667,136.08333333300004
A539994,5/24/14,38.25S,140.75,SOUTHERN BLUEFIN TUNA,88.0,13.0,-38.41666667,140.7500000000001
S242256,6/25/11,20.32S,116.41666667,WHALER SHARK,200.0,100.0,-20.5,116.41666666700007
B142844,2/10/18,27.58S,153.66666667,BLACK MARLIN,125.0,20.0,-28.0,153.66666666700007
B062777,2/11/12,33.01S,152.41666667,STRIPED MARLIN,240.0,100.0,-33.0,152.41666666700007
B131611,3/25/18,30.15S,153.33333333,BLACK MARLIN,150.0,35.0,-30.25,153.33333333300004
A459609,2/16/08,43.15S,148.25,ALBACORE,50.0,3.0,-43.25,148.2500000000001
A484270,1/19/18,27.54S,153.75,DOLPHINFISH,90.0,7.0,-27.91666667,153.7500000000001
A242845,3/2/02,32.11S,152.66666667,DOLPHINFISH,60.0,2.0,-32.16666667,152.66666666700007
B060589,2/13/15,33.20S,152.08333333,BLACK MARLIN,190.0,60.0,-33.33333333,152.08333333300004
A652804,2/26/22,32.43S,152.5,DOLPHINFISH,85.0,0.0,-32.75,152.5000000000001
A619084,6/2/18,38.40S,141.41666667,SOUTHERN BLUEFIN TUNA,91.0,11.0,-38.66666667,141.41666666700007
B006805,11/11/07,21.45S,114.25,BLACK MARLIN,270.0,65.0,-21.75,114.25000000000011
B150864,3/12/23,26.22S,153.66666667,BLACK MARLIN,120.0,15.0,-26.33333333,153.66666666700007
S189987,9/19/02,17.32S,122.0,SAILFISH,0.0,0.0,-17.5,122.00000000000011
A175988,3/30/02,36.16S,150.41666667,MAKO SHARK,0.0,25.0,-36.25,150.41666666700007
B052398,3/6/11,33.03S,152.41666667,STRIPED MARLIN,220.0,70.0,-33.08333333,152.41666666700007
S269537,4/4/22,16.72S,146.08333333,HAMMERHEAD SHARK,254.0,90.0,-17.16666667,146.08333333300004
A424668,6/10/06,38.09S,140.25,SOUTHERN BLUEFIN TUNA,0.0,14.0,-38.16666667,140.2500000000001
S247908,3/24/17,21.13S,114.5,WHALER SHARK,200.0,65.0,-21.25,114.50000000000011
B137787,11/18/17,24.42S,153.5,BLUE MARLIN,280.0,180.0,-24.66666667,153.5000000000001
B004822,2/26/05,32.55S,152.58333333,BLACK MARLIN,0.0,70.0,-32.91666667,152.58333333300004
S211389,7/1/04,20.18S,149.0,SAILFISH,0.0,35.0,-20.33333333,149.0000000000001
B180015,6/5/22,19.04S,147.25,BLACK MARLIN,0.0,10.0,-19.08333333,147.2500000000001
A450545,3/13/05,41.10S,148.58333333,ALBACORE,35.0,1.2,-41.16666667,148.58333333300004
A401097,10/28/01,14.10S,136.33333333,SAILFISH,140.0,15.0,-14.16666667,136.33333333300004
B163652,11/27/22,26.23S,153.33333333,BLACK MARLIN,0.0,15.0,-26.41666667,153.33333333300004
B031730,5/1/10,36.18S,150.33333333,STRIPED MARLIN,230.0,80.0,-36.33333333,150.33333333300004
B175998,10/27/21,12.49S,141.5,BLACK MARLIN,105.0,4.0,-12.83333333,141.5000000000001
A571933,6/14/20,41.26S,143.33333333,SOUTHERN BLUEFIN TUNA,96.0,14.0,-41.41666667,143.33333333300004
S186952,3/10/02,36.29S,150.25,STRIPED MARLIN,0.0,80.0,-36.5,150.2500000000001
A638407,5/13/22,38.10S,140.83333333,SOUTHERN BLUEFIN TUNA,85.0,10.0,-38.16666667,140.83333333300004
B134925,12/18/17,27.51S,153.5,BLACK MARLIN,150.0,30.0,-27.83333333,153.5000000000001
B148107,11/26/17,26.56S,153.41666667,BLACK MARLIN,0.0,20.0,-26.91666667,153.41666666700007
B090033,4/1/14,26.56S,153.33333333,BLACK MARLIN,0.0,25.0,-26.91666667,153.33333333300004
B046688,2/20/12,33.03S,152.41666667,STRIPED MARLIN,240.0,95.0,-33.08333333,152.41666666700007
A453873,11/12/05,36.29S,150.25,YELLOWFIN TUNA,90.0,15.0,-36.5,150.2500000000001
A431838,12/14/03,07.04S,147.25,YELLOWFIN TUNA,30.0,0.5,-7.08333333,147.2500000000001
A598626,8/21/17,20.21S,116.66666667,COBIA,80.0,6.0,-20.33333333,116.66666666700007
B102466,5/17/16,27.40S,153.83333333,BLUE MARLIN,0.0,140.0,-27.66666667,153.83333333300004
A478833,12/6/07,14.19S,136.33333333,SAILFISH,0.0,15.0,-14.33333333,136.33333333300004
B046685,2/20/12,33.03S,152.41666667,STRIPED MARLIN,240.0,100.0,-33.08333333,152.41666666700007
S152973,3/5/00,32.49S,152.66666667,BLACK MARLIN,0.0,65.0,-32.83333333,152.66666666700007
b120157,8/21/15,16.54S,146.08333333,BLACK MARLIN,90.0,6.0,-16.91666667,146.08333333300004
A454967,4/13/08,37.17S,150.08333333,YELLOWFIN TUNA,65.0,5.0,-37.25,150.08333333300004
S242253,7/30/10,20.29S,116.91666667,WHALER SHARK,150.0,40.0,-20.5,116.91666666700007
A463938,11/24/06,35.11S,151.08333333,YELLOWFIN TUNA,0.0,6.0,-35.16666667,151.08333333300004
S167544,1/30/00,30.53S,153.08333333,BLACK MARLIN,0.0,60.0,-30.91666667,153.08333333300004
A638410,5/9/22,38.10S,140.83333333,SOUTHERN BLUEFIN TUNA,130.0,15.0,-38.16666667,140.83333333300004
A433729_1,3/20/08,30.53S,153.08333333,COBIA,106.68,8.0,-30.91666667,153.08333333300004
A594543,6/1/16,35.16S,135.58333333,SOUTHERN BLUEFIN TUNA,72.0,7.8,-35.25,135.58333333300004
A418775,11/30/03,7.07S,147.66666667,YELLOWFIN TUNA,40.0,0.5,-7.08333333,147.66666666700007
B142847,2/10/18,28.11S,153.66666667,BLACK MARLIN,130.0,20.0,-28.16666667,153.66666666700007
S269518,4/14/19,27.08S,153.33333333,TIGER SHARK,290.0,170.0,-27.16666667,153.33333333300004
S215087,3/18/07,33.34S,151.58333333,YELLOWFIN TUNA,0.0,6.0,-33.58333333,151.58333333300004
B120164,10/28/17,14.22S,145.41666667,BLACK MARLIN,0.0,75.0,-14.33333333,145.41666666700007
B108389,5/31/15,20.17S,116.66666667,BLACK MARLIN,120.0,15.0,-20.25,116.66666666700007
A437333,5/22/04,36.26S,150.5,YELLOWFIN TUNA,150.0,45.0,-36.41666667,150.5000000000001
A463935,11/24/06,35.11S,151.08333333,ALBACORE,0.0,6.0,-35.16666667,151.08333333300004
S167562,3/18/00,33.29S,151.83333333,YELLOWFIN TUNA,0.0,15.0,-33.5,151.83333333300004
B128600,3/10/16,32.51S,152.66666667,BLUE MARLIN,0.0,140.0,-32.83333333,152.66666666700007
A546681,5/5/12,43.52S,147.0,SOUTHERN BLUEFIN TUNA,45.0,15.0,-43.83333333,147.0000000000001
B075594,7/15/12,06.44S,147.41666667,SAILFISH,0.0,20.0,-6.75,147.41666666700007
B162527,10/26/19,24.28S,153.25,BLACK MARLIN,110.0,10.0,-24.5,153.2500000000001
S265284,4/2/18,35.70S,150.33333333,WHALER SHARK,103.0,6.0,-36.16666667,150.33333333300004
B062774,3/20/10,33.09S,152.33333333,STRIPED MARLIN,220.0,70.0,-33.16666667,152.33333333300004
S144655,2/22/03,32.42S,152.41666667,BLACK MARLIN,0.0,120.0,-32.66666667,152.41666666700007
B024334,1/15/10,31.26S,153.25,STRIPED MARLIN,210.0,100.0,-31.41666667,153.2500000000001
B114740,3/9/18,36.25S,150.25,STRIPED MARLIN,0.0,70.0,-36.41666667,150.2500000000001
A487253,3/7/10,41.24S,148.58333333,ALBACORE,40.0,2.5,-41.41666667,148.58333333300004
B161269,12/13/20,21.44S,113.75,BLUE MARLIN,270.0,100.0,-21.75,113.75000000000011
A406721,10/20/13,06.59S,147.33333333,SAILFISH,220.0,40.0,-7.0,147.33333333300004
A566790,4/6/14,28.23S,113.83333333,YELLOWFIN TUNA,85.0,7.0,-28.41666667,113.83333333300004
B137790,11/28/17,24.42S,153.5,BLUE MARLIN,200.0,70.0,-24.66666667,153.5000000000001
A507104,2/3/08,35.27S,150.83333333,YELLOWFIN TUNA,60.0,10.0,-35.41666667,150.83333333300004
B114744,1/12/16,36.30S,150.25,STRIPED MARLIN,210.0,70.0,-36.5,150.2500000000001
A545134,4/26/14,43.07S,148.0,SOUTHERN BLUEFIN TUNA,65.0,13.0,-43.08333333,148.0000000000001
A401126,12/15/01,13.52S,136.33333333,SAILFISH,280.0,35.0,-13.83333333,136.33333333300004
B031733,2/1/16,36.31S,150.25,STRIPED MARLIN,230.0,80.0,-36.5,150.2500000000001
B106273,6/1/15,20.17S,116.66666667,BLACK MARLIN,120.0,18.0,-20.25,116.66666666700007
S247901,3/24/17,21.35S,114.5,WHALER SHARK,200.0,65.0,-21.58333333,114.50000000000011
S211394,2/20/04,27.55S,153.83333333,BLACK MARLIN,0.0,25.0,-27.91666667,153.83333333300004
B191668,11/10/23,24.16S,153.16666667,BLUE MARLIN,170.0,70.0,-24.25,153.16666666700007
A358702,3/18/00,34.14S,151.16666667,YELLOWFIN TUNA,0.0,20.0,-34.25,151.16666666700007
B004818,3/4/05,33.04S,152.5,BLACK MARLIN,0.0,25.0,-33.08333333,152.5000000000001
B009164,8/24/06,19.11S,147.58333333,BLACK MARLIN,0.0,25.0,-19.16666667,147.58333333300004
B180012,6/4/22,19.04S,147.25,SAILFISH,0.0,30.0,-19.08333333,147.2500000000001
B161272,3/28/19,21.54S,113.91666667,BLACK MARLIN,120.0,25.0,-21.91666667,113.91666666700007
B169776,7/2/20,24.38S,153.25,BLACK MARLIN,70.0,4.0,-24.66666667,153.2500000000001
A525400,4/7/18,34.40S,151.0,DOLPHINFISH,70.0,0.0,-34.66666667,151.0000000000001
B145686,2/22/18,35.08S,151.0,BLACK MARLIN,180.0,60.0,-35.16666667,151.0000000000001
A437329,2/19/05,34.40S,151.41666667,DOLPHINFISH,0.0,0.5,-34.66666667,151.41666666700007
B092440,3/29/13,32.42S,152.25,BLACK MARLIN,0.0,40.0,-32.66666667,152.2500000000001
A388101,9/9/01,30.18S,153.41666667,YELLOWFIN TUNA,70.0,8.0,-30.33333333,153.41666666700007
A594539,6/1/16,35.16S,135.58333333,SOUTHERN BLUEFIN TUNA,84.0,12.3,-35.25,135.58333333300004
C533945,5/7/08,38.28S,140.66666667,SOUTHERN BLUEFIN TUNA,110.0,20.0,-38.5,140.66666666700007
S204602,6/6/21,34.35S,151.16666667,BLUE SHARK,0.0,80.0,-34.58333333,151.16666666700007
B042031,4/14/09,33.03S,152.41666667,STRIPED MARLIN,220.0,70.0,-33.08333333,152.41666666700007
A536927,10/25/14,20.01S,149.0,LONGTAIL TUNA,70.0,6.0,-20.0,149.0000000000001
C533942,5/7/08,38.28S,140.66666667,SOUTHERN BLUEFIN TUNA,105.0,19.0,-38.5,140.66666666700007
A494088,8/15/15,41.49S,148.66666667,SOUTHERN BLUEFIN TUNA,75.0,15.0,-41.83333333,148.66666666700007
B003724,12/16/03,14.10S,136.33333333,BLACK MARLIN,144.0,28.0,-14.16666667,136.33333333300004
B019063,9/5/06,19.11S,147.58333333,BLACK MARLIN,120.0,15.0,-19.16666667,147.58333333300004
D010720,2/8/09,30.21S,153.25,DOLPHINFISH,50.0,0.4,-30.33333333,153.2500000000001
B124185,2/22/17,36.42S,150.33333333,STRIPED MARLIN,0.0,80.0,-36.66666667,150.33333333300004
A471221,4/8/06,6.58S,147.41666667,YELLOWFIN TUNA,30.0,1.0,-7.0,147.41666666700007
B053395,5/30/09,20.22S,116.58333333,SAILFISH,180.0,25.0,-20.33333333,116.58333333300004
B141761,8/26/19,20.25S,116.41666667,SAILFISH,185.0,25.0,-20.41666667,116.41666666700007
B169768,10/30/20,24.42S,153.58333333,BLUE MARLIN,270.0,180.0,-24.66666667,153.58333333300004
S173587,9/16/07,34.14S,151.41666667,MAKO SHARK,170.0,60.0,-34.25,151.41666666700007
A420508,4/10/04,32.42S,152.5,DOLPHINFISH,0.0,2.5,-32.66666667,152.5000000000001
A388104,2/4/02,30.18S,153.33333333,DOLPHINFISH,0.0,6.0,-30.33333333,153.33333333300004
A555449,2/7/15,35.10S,136.08333333,SOUTHERN BLUEFIN TUNA,87.0,13.6,-35.16666667,136.08333333300004
A444809,1/9/05,37.05S,150.25,YELLOWFIN TUNA,72.0,6.5,-37.08333333,150.2500000000001
A587235,4/5/15,38.19S,140.58333333,SOUTHERN BLUEFIN TUNA,90.0,20.0,-38.33333333,140.58333333300004
A481410,4/28/12,36.36S,152.41666667,YELLOWFIN TUNA,100.0,23.0,-36.58333333,152.41666666700007
B102470,3/29/16,27.56S,153.41666667,BLACK MARLIN,0.0,25.0,-27.91666667,153.41666666700007
A452390,2/4/07,35.21S,150.83333333,YELLOWFIN TUNA,0.0,12.0,-35.33333333,150.83333333300004
B135810,2/1/17,34.07S,151.41666667,STRIPED MARLIN,240.0,90.0,-34.08333333,151.41666666700007
A608771,6/11/17,36.44S,150.75,ALBACORE,0.0,8.0,-36.75,150.7500000000001
A98427,4/20/02,27.26S,153.58333333,DOLPHINFISH,60.0,1.5,-27.41666667,153.58333333300004
B171209,11/24/20,26.20S,153.16666667,BLACK MARLIN,90.0,10.0,-26.33333333,153.16666666700007
A624570,6/26/22,27.07S,153.58333333,LONGTAIL TUNA,132.0,20.0,-27.08333333,153.58333333300004
S126428,1/3/00,33.22S,152.16666667,BLUE MARLIN,250.0,130.0,-33.33333333,152.16666666700007
B035395,3/11/09,32.50S,152.58333333,STRIPED MARLIN,0.0,80.0,-32.83333333,152.58333333300004
S173210,10/17/04,14.50S,145.66666667,BLACK MARLIN,0.0,181.44,-14.83333333,145.66666666700007
B112512,2/13/15,36.22S,150.33333333,STRIPED MARLIN,270.0,80.0,-36.33333333,150.33333333300004
A555446,2/6/15,35.19S,135.58333333,SOUTHERN BLUEFIN TUNA,101.0,20.9,-35.33333333,135.58333333300004
B069658,7/12/15,16.33S,145.83333333,BLACK MARLIN,150.0,15.0,-16.58333333,145.83333333300004
S186955,3/8/02,36.29S,150.25,STRIPED MARLIN,0.0,80.0,-36.5,150.2500000000001
A422247,8/4/02,20.14S,116.5,WHALER SHARK,80.0,5.0,-20.25,116.50000000000011
S265343,12/23/18,27.27S,153.58333333,WHALER SHARK,78.0,7.0,-27.41666667,153.58333333300004
S251359,1/21/23,35.43S,150.5,MAKO SHARK,210.0,60.0,-35.75,150.5000000000001
A608752,7/28/19,35.21S,150.83333333,YELLOWFIN TUNA,0.0,35.0,-35.33333333,150.83333333300004
B152125,1/25/20,35.09S,151.0,STRIPED MARLIN,215.0,70.0,-35.16666667,151.0000000000001
B064164,3/15/11,21.50S,113.91666667,SAILFISH,210.0,30.0,-21.83333333,113.91666666700007
A471224,4/8/06,6.58S,147.41666667,YELLOWFIN TUNA,30.0,1.0,-7.0,147.41666666700007
B124477,2/21/21,34.58S,150.91666667,BLACK MARLIN,300.0,155.0,-35.0,150.91666666700007
A98424,4/20/02,27.26S,153.58333333,DOLPHINFISH,50.0,1.0,-27.41666667,153.58333333300004
B171206,11/24/20,26.20S,153.16666667,BLACK MARLIN,80.0,7.0,-26.33333333,153.16666666700007
B150860,3/17/23,26.34S,153.41666667,BLACK MARLIN,140.0,20.0,-26.58333333,153.41666666700007
A536935,10/27/12,20.08S,149.5,SPANISH MACKEREL,80.0,8.0,-20.16666667,149.5000000000001
A433722,2/27/06,30.56S,153.08333333,YELLOWFIN TUNA,55.0,3.0,-30.91666667,153.08333333300004
B175995,10/24/21,12.49S,141.5,SAILFISH,0.0,18.0,-12.83333333,141.5000000000001
B069032,11/12/11,16.14S,146.0,BLACK MARLIN,255.0,150.0,-16.25,146.0000000000001
A470637,12/7/06,32.39S,133.25,SOUTHERN BLUEFIN TUNA,82.0,0.0,-32.66666667,133.2500000000001
A382923,4/12/02,37.14S,150.33333333,DOLPHINFISH,50.0,1.5,-37.25,150.33333333300004
A555813,5/27/13,38.17S,140.5,SOUTHERN BLUEFIN TUNA,95.0,15.0,-38.25,140.5000000000001
A424674,6/14/10,38.15S,140.91666667,SOUTHERN BLUEFIN TUNA,80.0,10.0,-38.25,140.91666666700007
S223586,7/2/11,34.50S,151.16666667,MAKO SHARK,0.0,60.0,-34.83333333,151.16666666700007
A482856,4/14/07,27.56S,153.41666667,WAHOO,100.0,10.0,-27.91666667,153.41666666700007
B012959,2/16/07,26.32S,153.41666667,BLACK MARLIN,0.0,20.0,-26.5,153.41666666700007
S174052,5/26/00,26.32S,153.41666667,SAILFISH,0.0,40.0,-26.5,153.41666666700007
A452396,1/20/08,35.45S,150.5,YELLOWFIN TUNA,90.0,12.0,-35.75,150.5000000000001
A242842,2/24/02,32.11S,152.66666667,DOLPHINFISH,57.0,1.0,-32.16666667,152.66666666700007
D010723,3/20/09,30.17S,153.41666667,YELLOWFIN TUNA,50.0,2.0,-30.25,153.41666666700007
B202861,11/4/23,20.03S,149.0,BLACK MARLIN,180.0,45.0,-20.08333333,149.0000000000001
B019066,9/5/11,18.14S,146.66666667,SAILFISH,0.0,30.0,-18.25,146.66666666700007
B080157,2/28/15,33.02S,152.08333333,STRIPED MARLIN,0.0,90.0,-33.0,152.08333333300004
B171006,3/14/21,21.53S,113.83333333,BLACK MARLIN,175.0,40.0,-21.91666667,113.83333333300004
A394983,4/20/02,34.01S,151.75,DOLPHINFISH,0.0,2.0,-34.0,151.7500000000001
S161728,10/7/00,32.49S,152.66666667,DOLPHINFISH,0.0,1.0,-32.83333333,152.66666666700007
B029016,3/2/08,32.55S,152.58333333,BLACK MARLIN,200.0,60.0,-32.91666667,152.58333333300004
A335004,5/27/07,35.45S,150.5,YELLOWFIN TUNA,0.0,5.0,-35.75,150.5000000000001
S251391,2/12/18,35.11S,150.66666667,MAKO SHARK,100.0,30.0,-35.16666667,150.66666666700007
S204651,4/2/05,34.47S,151.16666667,MAKO SHARK,180.0,45.0,-34.75,151.16666666700007
B158916,1/24/20,33.01S,152.41666667,BLACK MARLIN,0.0,50.0,-33.0,152.41666666700007
A546837,3/9/13,41.20S,148.33333333,ALBACORE,63.0,10.0,-41.33333333,148.33333333300004
B187316,3/19/23,6.46S,147.83333333,BLUE MARLIN,185.0,80.0,-6.75,147.83333333300004
A410395,2/8/09,32.08S,115.16666667,DOLPHINFISH,0.0,4.0,-32.16666667,115.16666666700007
A445147,12/28/05,32.05S,115.16666667,DOLPHINFISH,65.0,3.0,-32.08333333,115.16666666700007
B118858,5/30/15,22.30S,113.58333333,BLACK MARLIN,200.0,50.0,-22.5,113.58333333300004
B134922,2/28/17,27.55S,153.66666667,BLACK MARLIN,140.0,20.0,-27.91666667,153.66666666700007
A481407,6/1/12,35.30S,150.75,ALBACORE,70.0,5.0,-35.5,150.7500000000001
A453876,11/12/05,36.29S,150.25,YELLOWFIN TUNA,40.0,2.0,-36.5,150.2500000000001
A513499,5/14/10,38.16S,140.33333333,SOUTHERN BLUEFIN TUNA,86.0,14.0,-38.25,140.33333333300004
B141591,1/15/19,21.43S,113.75,BLUE MARLIN,250.0,180.0,-21.75,113.75000000000011
A445136,2/19/06,32.03S,115.33333333,SOUTHERN BLUEFIN TUNA,0.0,0.0,-32.08333333,115.33333333300004
A409708,1/28/02,34.57S,150.91666667,DOLPHINFISH,35.0,0.5,-34.91666667,150.91666666700007
B058675,7/15/13,17.44S,122.08333333,SAILFISH,170.0,13.0,-17.75,122.08333333300004
A624564,1/14/23,26.56S,153.33333333,SPANISH MACKEREL,80.0,5.0,-26.91666667,153.33333333300004
S238160,3/12/11,34.14S,151.41666667,TIGER SHARK,300.0,250.0,-34.25,151.41666666700007
S196150,2/15/03,32.42S,152.41666667,YELLOWFIN TUNA,0.0,0.0,-32.66666667,152.41666666700007
S173213,3/14/00,32.30S,152.41666667,BLACK MARLIN,0.0,40.0,-32.5,152.41666666700007
B029011,2/24/08,32.55S,152.58333333,STRIPED MARLIN,215.0,70.0,-32.91666667,152.58333333300004
B035398,8/20/09,19.16S,147.41666667,BLACK MARLIN,0.0,12.0,-19.25,147.41666666700007
S161722,1/5/00,30.53S,153.08333333,BLACK MARLIN,180.0,60.0,-30.91666667,153.08333333300004
A649308,5/7/21,38.10S,140.66666667,SOUTHERN BLUEFIN TUNA,70.0,7.0,-38.16666667,140.66666666700007
S238165,6/25/11,34.13E,151.58333333,BLUE SHARK,0.0,110.0,-34.25,151.58333333300004
B202115,3/5/23,32.28S,152.58333333,BLACK MARLIN,120.0,30.0,-32.5,152.58333333300004
A525765,4/5/10,37.10S,150.33333333,YELLOWFIN TUNA,71.0,5.0,-37.16666667,150.33333333300004
B053787,10/22/10,20.17S,116.66666667,SAILFISH,120.0,20.0,-20.25,116.66666666700007
B141765,8/26/19,20.25S,116.41666667,SAILFISH,175.0,18.0,-20.41666667,116.41666666700007
S195677,2/6/05,34.57S,151.08333333,STRIPED MARLIN,350.0,110.0,-34.91666667,151.08333333300004
B012962,12/20/06,26.56S,153.66666667,BLACK MARLIN,0.0,7.5,-26.91666667,153.66666666700007
B034431,1/14/11,35.19S,150.83333333,STRIPED MARLIN,215.0,55.0,-35.33333333,150.83333333300004
A587238,2/20/17,32.43S,152.41666667,DOLPHINFISH,65.0,4.0,-32.75,152.41666666700007
B202948,12/2/23,16.01S,146.0,BLACK MARLIN,0.0,95.0,-16.0,146.0000000000001
B053392,9/28/10,20.17S,116.66666667,SAILFISH,140.0,10.0,-20.25,116.66666666700007
S248334,8/9/14,34.07S,151.75,WHALER SHARK,180.0,100.0,-34.08333333,151.7500000000001
S192890,3/3/04,32.42S,152.5,BLACK MARLIN,0.0,0.0,-32.66666667,152.5000000000001
B088488,3/19/14,21.54S,113.83333333,BLACK MARLIN,130.0,15.0,-21.91666667,113.83333333300004
A410398,2/7/09,31.54S,115.16666667,DOLPHINFISH,0.0,6.5,-31.91666667,115.16666666700007
S150001,1/16/04,35.32S,150.75,STRIPED MARLIN,180.0,80.0,-35.5,150.7500000000001
A309415,11/21/04,34.02S,151.66666667,YELLOWFIN TUNA,60.0,5.0,-34.0,151.66666666700007
B106659,8/7/16,20.20S,116.66666667,BLACK MARLIN,130.0,15.0,-20.33333333,116.66666666700007
B173535,2/7/21,35.11S,150.91666667,STRIPED MARLIN,0.0,80.0,-35.16666667,150.91666666700007
B080154,1/18/14,33.25S,152.33333333,STRIPED MARLIN,0.0,70.0,-33.41666667,152.33333333300004
B069029,1/22/12,27.45S,153.83333333,BLUE MARLIN,250.0,180.0,-27.75,153.83333333300004
A384349,1/15/00,35.43S,150.5,STRIPED MARLIN,225.0,60.0,-35.75,150.5000000000001
A393393,2/23/01,33.46S,151.41666667,DOLPHINFISH,35.0,0.0,-33.75,151.41666666700007
S166527,3/14/01,33.04S,152.5,BLACK MARLIN,0.0,80.0,-33.08333333,152.5000000000001
B167068,2/22/20,33.01S,152.41666667,STRIPED MARLIN,220.0,90.0,-33.0,152.41666666700007
A428231,2/28/05,32.42S,152.5,BLACK MARLIN,120.0,30.0,-32.66666667,152.5000000000001
S221639,9/8/05,19.11S,147.58333333,BLACK MARLIN,0.0,25.0,-19.16666667,147.58333333300004
A555816,5/8/13,38.15S,140.5,SOUTHERN BLUEFIN TUNA,95.0,15.0,-38.25,140.5000000000001
B021991,3/15/07,35.11S,151.08333333,BLACK MARLIN,0.0,80.0,-35.16666667,151.08333333300004
