OBJECTID,Tag_Number,Release_Date,Latitude,Longitude,Species_Name,Length,Weight,Latitude_FiveNM,Longitude_FiveNM,Moon_Phase,Wind_Direction_10m,Rain_mm,Is_Raining,Sea_Surface_Temp_C
26501,A457965,1154908800000,-20.41666666638243,116.66666666700009,SPANISH MACKEREL,90.0,12.0,-20.41666667,116.66666667,0.4321822246890516,95.0,0.0,False,
26502,A457970,1122768000000,-20.41666666638243,116.66666666700009,SPANISH MACKEREL,110.0,8.5,-20.41666667,116.66666667,0.8350747251723404,100.0,0.0,False,
26503,A457971,1122595200000,-20.33333333238448,116.83333333300004,COBIA,78.0,4.0,-20.33333333,116.83333333,0.7673483407663365,122.0,0.0,False,
26504,A457972,1122595200000,-20.33333333238448,116.83333333300004,SPANISH MACKEREL,78.0,4.0,-20.33333333,116.83333333,0.7673483407663365,122.0,0.0,False,
26505,A457978,1122595200000,-20.33333333238448,116.83333333300004,SPANISH MACKEREL,95.0,4.0,-20.33333333,116.83333333,0.7673483407663365,122.0,0.0,False,
26506,A457979,1122595200000,-20.33333333238448,116.83333333300004,SPANISH MACKEREL,100.0,6.0,-20.33333333,116.83333333,0.7673483407663365,122.0,0.0,False,
26507,A458001,1154649600000,-20.41666666638243,116.58333333300006,WAHOO,95.0,0.0,-20.41666667,116.58333333,0.3305926480800459,149.0,0.0,False,
26508,A458002,1154649600000,-20.41666666638243,116.58333333300006,SPANISH MACKEREL,95.0,0.0,-20.41666667,116.58333333,0.3305926480800459,149.0,0.0,False,
26509,A458003,1154649600000,-20.41666666638243,116.58333333300006,WAHOO,130.0,,-20.41666667,116.58333333,0.3305926480800459,149.0,0.0,False,
26510,A458004,1154649600000,-20.41666666638243,116.58333333300006,SPANISH MACKEREL,100.0,,-20.41666667,116.58333333,0.3305926480800459,149.0,0.0,False,
26511,A458005,1154649600000,-20.583333332378256,116.41666666700009,WAHOO,102.0,0.0,-20.58333333,116.41666667,0.3305926480800459,185.0,0.0,False,
26512,A458006,1154649600000,-20.583333332378256,116.41666666700009,WAHOO,110.0,0.0,-20.58333333,116.41666667,0.3305926480800459,185.0,0.0,False,
26513,A458007,1154649600000,-20.41666666638243,116.58333333300006,SPANISH MACKEREL,100.0,0.0,-20.41666667,116.58333333,0.3305926480800459,149.0,0.0,False,
26514,A458008,1154908800000,-20.41666666638243,116.66666666700009,SPANISH MACKEREL,115.0,0.0,-20.41666667,116.66666667,0.4321822246890516,95.0,0.0,False,
26515,A458009,1154908800000,-20.583333332378256,116.41666666700009,SPANISH MACKEREL,145.0,0.0,-20.58333333,116.41666667,0.4321822246890516,88.0,0.0,False,
26516,A458010,1154908800000,-20.41666666638243,116.66666666700009,SPANISH MACKEREL,135.0,0.0,-20.41666667,116.66666667,0.4321822246890516,95.0,0.0,False,
26526,A458051,1154822400000,-20.583333332378256,116.41666666700009,SPANISH MACKEREL,97.0,5.7,-20.58333333,116.41666667,0.3983190324860497,73.0,0.0,False,
26527,A458058,1154822400000,-20.583333332378256,116.41666666700009,SPANISH MACKEREL,110.0,6.0,-20.58333333,116.41666667,0.3983190324860497,73.0,0.0,False,
26528,A458059,1152144000000,-20.583333332378256,116.41666666700009,SPANISH MACKEREL,120.0,8.0,-20.58333333,116.41666667,0.3485600741929911,91.0,0.0,False,
26529,A458071,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,75.0,9.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26530,A458072,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,0.0,0.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26531,A458073,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,85.0,0.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26532,A458078,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,95.0,7.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26533,A458079,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,95.0,0.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26534,A458080,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,90.0,9.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26535,A458086,1154908800000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,105.0,0.0,-20.58333333,115.91666667,0.4321822246890516,97.0,0.0,False,
26536,A458088,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,90.0,0.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26537,A458090,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,90.0,0.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26538,A458091,1154649600000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,95.0,6.0,-20.58333333,115.91666667,0.3305926480800459,182.0,0.0,False,
26539,A458092,1154649600000,-20.583333332378256,115.91666666700006,COBIA,90.0,7.0,-20.58333333,115.91666667,0.3305926480800459,182.0,0.0,False,
26540,A458094,1154649600000,-20.583333332378256,115.91666666700006,LONGTAIL TUNA,75.0,6.0,-20.58333333,115.91666667,0.3305926480800459,182.0,0.0,False,
26541,A458099,1154736000000,-20.583333332378256,115.91666666700006,SPANISH MACKEREL,90.0,0.0,-20.58333333,115.91666667,0.3644558402830478,122.0,0.0,False,
26542,A458121,1140825600000,-31.83333333215395,115.50000000000011,SOUTHERN BLUEFIN TUNA,0.0,3.0,-31.83333333,115.5,0.9124818955997434,132.0,0.0,False,
26543,A458122,1140912000000,-32.08333333215034,115.2500000000001,DOLPHINFISH,0.0,0.0,-32.08333333,115.25,0.9463450878027452,159.0,0.0,False,
26544,A458125,1140825600000,-31.999999999151548,115.33333333300006,SOUTHERN BLUEFIN TUNA,0.0,0.0,-32.0,115.33333333,0.9124818955997434,158.0,0.0,False,
26545,A458127,1146355200000,-31.83333333215395,115.2500000000001,DOLPHINFISH,0.0,4.0,-31.83333333,115.25,0.0797261965918643,360.0,0.0,False,
26546,A458131,1141516800000,-31.83333333215395,115.58333333300004,DOLPHINFISH,0.0,2.0,-31.83333333,115.58333333,0.1833874332237584,149.0,0.0,False,
26547,A458132,1141516800000,-31.83333333215395,115.58333333300004,DOLPHINFISH,0.0,2.0,-31.83333333,115.58333333,0.1833874332237584,149.0,0.0,False,
26548,A458133,1141516800000,-31.83333333215395,115.58333333300004,DOLPHINFISH,0.0,3.0,-31.83333333,115.58333333,0.1833874332237584,149.0,0.0,False,
26549,A458134,1141516800000,-31.83333333215395,115.58333333300004,DOLPHINFISH,0.0,2.0,-31.83333333,115.58333333,0.1833874332237584,149.0,0.0,False,
26550,A458135,1141516800000,-31.83333333215395,115.58333333300004,DOLPHINFISH,0.0,2.0,-31.83333333,115.58333333,0.1833874332237584,149.0,0.0,False,
26551,A458138,1140739200000,-31.91666666615277,115.16666666700009,DOLPHINFISH,70.0,50.0,-31.91666667,115.16666667,0.8786187033967414,170.0,0.0,False,
26552,A458139,1140739200000,-31.91666666615277,115.16666666700009,DOLPHINFISH,50.0,2.0,-31.91666667,115.16666667,0.8786187033967414,170.0,0.0,False,
26553,A458140,1140739200000,-31.91666666615277,115.16666666700009,DOLPHINFISH,50.0,2.0,-31.91666667,115.16666667,0.8786187033967414,170.0,0.0,False,
26558,A458202,1122595200000,-20.33333333238448,116.83333333300004,COBIA,110.0,7.6,-20.33333333,116.83333333,0.7673483407663365,122.0,0.0,False,
26559,A458203,1122595200000,-20.33333333238448,116.83333333300004,COBIA,73.0,2.5,-20.33333333,116.83333333,0.7673483407663365,122.0,0.0,False,
26560,A458204,1122681600000,-20.33333333238448,116.83333333300004,SPANISH MACKEREL,98.0,5.0,-20.33333333,116.83333333,0.8012115329693384,121.0,0.0,False,
26561,A458207,1122681600000,-20.33333333238448,116.83333333300004,SPANISH MACKEREL,72.0,2.0,-20.33333333,116.83333333,0.8012115329693384,121.0,0.0,False,
26562,A458224,1125532800000,-21.166666666363952,115.08333333300004,SPANISH MACKEREL,95.0,5.0,-21.16666667,115.08333333,0.9186968756684084,217.0,0.0,False,
26571,A458241,1140220800000,-31.83333333215395,115.50000000000011,SOUTHERN BLUEFIN TUNA,60.0,3.0,-31.83333333,115.5,0.6754395501787301,174.0,0.0,False,
26572,A458245,1140220800000,-31.83333333215395,115.50000000000011,SOUTHERN BLUEFIN TUNA,60.0,3.0,-31.83333333,115.5,0.6754395501787301,174.0,0.0,False,
26573,A458253,1145664000000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,0.0,17.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26574,A458259,1145750400000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,0.0,20.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26575,A458261,1112659200000,-28.83333333220223,113.83333333300004,DOLPHINFISH,0.0,6.0,-28.83333333,113.83333333,0.8730812374211191,265.0,0.0,False,
26576,A458281,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,11.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26577,A458282,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,4.5,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26578,A458283,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,100.0,5.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26579,A458284,1112659200000,-28.83333333220223,113.83333333300004,DOLPHINFISH,0.0,11.0,-28.83333333,113.83333333,0.8730812374211191,265.0,0.0,False,
26580,A458286,1112745600000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,7.0,-28.83333333,113.75,0.9069444296241208,113.0,0.0,False,
26581,A458288,1112745600000,-28.83333333220223,113.75000000000011,SPANISH MACKEREL,0.0,10.0,-28.83333333,113.75,0.9069444296241208,113.0,0.0,False,
26582,A458290,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,100.0,6.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26583,A458291,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,5.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26584,A458292,1112659200000,-28.83333333220223,113.75000000000011,SPANISH MACKEREL,120.0,10.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26585,A458293,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,10.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26586,A458295,1112745600000,-28.83333333220223,113.75000000000011,SPANISH MACKEREL,0.0,7.0,-28.83333333,113.75,0.9069444296241208,113.0,0.0,False,
26587,A458296,1112659200000,-28.83333333220223,113.75000000000011,SPANISH MACKEREL,0.0,5.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26588,A458298,1112745600000,-28.83333333220223,113.75000000000011,SPANISH MACKEREL,0.0,7.0,-28.83333333,113.75,0.9069444296241208,113.0,0.0,False,
26589,A458299,1112745600000,-28.83333333220223,113.75000000000011,DOLPHINFISH,100.0,5.0,-28.83333333,113.75,0.9069444296241208,113.0,0.0,False,
26590,A458301,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,4.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26591,A458302,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,110.0,5.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26592,A458303,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,100.0,4.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26593,A458306,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,100.0,5.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26594,A458307,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,4.5,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26595,A458309,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,4.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26596,A458310,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,120.0,5.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26597,A458314,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,5.5,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26598,A458315,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,100.0,5.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26599,A458316,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,5.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26600,A458317,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,5.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26601,A458318,1112659200000,-28.83333333220223,113.75000000000011,DOLPHINFISH,110.0,5.0,-28.83333333,113.75,0.8730812374211191,265.0,0.0,False,
26602,A458319,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,6.5,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26603,A458320,1112572800000,-28.83333333220223,113.75000000000011,DOLPHINFISH,0.0,4.0,-28.83333333,113.75,0.8392180452181172,37.0,0.0,False,
26604,A458346,1112659200000,-28.49999999920816,113.66666666700009,SPANISH MACKEREL,100.0,6.0,-28.5,113.66666667,0.8730812374211191,262.0,0.0,False,
26605,A458347,1112659200000,-28.49999999920816,113.66666666700009,SPANISH MACKEREL,95.0,5.0,-28.5,113.66666667,0.8730812374211191,262.0,0.0,False,
26606,A458349,1112659200000,-28.583333332206657,113.91666666700009,SPANISH MACKEREL,120.0,13.0,-28.58333333,113.91666667,0.8730812374211191,262.0,0.0,False,
26607,A458350,1112659200000,-28.583333332206657,113.91666666700009,SPANISH MACKEREL,130.0,14.5,-28.58333333,113.91666667,0.8730812374211191,262.0,0.0,False,
26608,A458353,1145664000000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,0.0,0.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26609,A458354,1145664000000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,0.0,10.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26610,A458356,1145664000000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,0.0,5.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26611,A458357,1145664000000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,0.0,8.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26612,A458360,1145664000000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,0.0,18.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26613,A458361,1145664000000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,0.0,14.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26614,A458365,1145750400000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,0.0,18.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26615,A458366,1145750400000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,0.0,10.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26616,A458369,1145750400000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,0.0,0.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26617,A458370,1145664000000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,90.0,15.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26621,A458383,1145923200000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,100.0,7.0,-28.83333333,113.83333333,0.910410235576855,236.0,0.0,False,
26622,A458385,1145923200000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,110.0,8.5,-28.83333333,113.83333333,0.910410235576855,236.0,0.0,False,
26623,A458390,1145923200000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,90.0,6.0,-28.83333333,113.83333333,0.910410235576855,236.0,0.0,False,
26624,A458391,1145664000000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,100.0,20.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26625,A458393,1145664000000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,100.0,20.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26626,A458394,1145664000000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,100.0,8.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26627,A458395,1145750400000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,90.0,6.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26628,A458396,1145750400000,-28.83333333220223,113.83333333300004,LONGTAIL TUNA,90.0,6.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26629,A458397,1145750400000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,90.0,6.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26630,A458398,1145750400000,-28.83333333220223,113.83333333300004,SPANISH MACKEREL,110.0,8.0,-28.83333333,113.83333333,0.8426838511708511,144.0,0.1,True,
26631,A458400,1145664000000,-28.83333333220223,113.83333333300004,YELLOWFIN TUNA,100.0,20.0,-28.83333333,113.83333333,0.8088206589678493,168.0,0.0,False,
26632,A458412,1154908800000,-20.41666666638243,115.50000000000011,SPANISH MACKEREL,100.0,15.0,-20.41666667,115.5,0.4321822246890516,107.0,0.0,False,
26633,A458413,1154908800000,-20.41666666638243,115.50000000000011,SPANISH MACKEREL,100.0,15.0,-20.41666667,115.5,0.4321822246890516,107.0,0.0,False,
26634,A458414,1154908800000,-20.41666666638243,115.50000000000011,SPANISH MACKEREL,100.0,15.0,-20.41666667,115.5,0.4321822246890516,107.0,0.0,False,
26635,A458415,1154908800000,-20.41666666638243,115.50000000000011,SPANISH MACKEREL,100.0,15.0,-20.41666667,115.5,0.4321822246890516,107.0,0.0,False,
26636,A458425,1154822400000,-20.41666666638243,115.50000000000011,LONGTAIL TUNA,80.0,6.0,-20.41666667,115.5,0.3983190324860497,68.0,0.0,False,
26637,A458426,1154822400000,-20.41666666638243,115.50000000000011,COBIA,95.0,8.0,-20.41666667,115.5,0.3983190324860497,68.0,0.0,False,
26640,A458442,1154736000000,-20.41666666638243,116.66666666700009,HAMMERHEAD SHARK,110.0,0.0,-20.41666667,116.66666667,0.3644558402830478,106.0,0.0,False,
26641,A458451,1154649600000,-20.499999999380343,116.5000000000001,SPANISH MACKEREL,100.0,5.0,-20.5,116.5,0.3305926480800459,145.0,0.0,False,
26642,A458470,1122768000000,-20.49999999938035,116.75000000000011,SPANISH MACKEREL,95.0,7.0,-20.5,116.75,0.8350747251723404,92.0,0.0,False,
26652,A458711,1114300800000,-42.91666666605909,148.08333333300004,ALBACORE,45.0,3.5,-42.91666667,148.08333333,0.516481889278155,8.0,0.0,False,
26653,A458712,1114387200000,-42.91666666605909,148.08333333300004,ALBACORE,39.0,3.0,-42.91666667,148.08333333,0.5503450814811569,276.0,0.0,False,
26659,A458719,1114387200000,-42.91666666605909,148.08333333300004,ALBACORE,39.0,3.0,-42.91666667,148.08333333,0.5503450814811569,276.0,0.0,False,
26660,A458720,1114300800000,-42.91666666605909,148.08333333300004,ALBACORE,45.0,3.5,-42.91666667,148.08333333,0.516481889278155,8.0,0.0,False,
26665,A458730,1114214400000,-42.66666666605972,148.16666666700007,ALBACORE,55.0,2.0,-42.66666667,148.16666667,0.4826186970751531,76.0,0.3,True,
26683,A458831,1130025600000,-34.91666666611404,151.08333333300004,YELLOWFIN TUNA,80.0,8.0,-34.91666667,151.08333333,0.6795828702245069,65.0,0.0,False,
26684,A458832,1129939200000,-34.91666666611404,151.08333333300004,YELLOWFIN TUNA,80.0,8.0,-34.91666667,151.08333333,0.645719678021505,58.0,0.0,False,
26685,A458833,1130025600000,-34.91666666611404,151.08333333300004,YELLOWFIN TUNA,80.0,8.0,-34.91666667,151.08333333,0.6795828702245069,65.0,0.0,False,
26686,A458838,1130025600000,-34.91666666611404,151.08333333300004,YELLOWFIN TUNA,80.0,8.0,-34.91666667,151.08333333,0.6795828702245069,65.0,0.0,False,
26687,A458839,1130025600000,-34.91666666611404,151.08333333300004,YELLOWFIN TUNA,80.0,8.0,-34.91666667,151.08333333,0.6795828702245069,65.0,0.0,False,
26688,A458840,1129161600000,-34.749999999115936,151.16666666700007,YELLOWFIN TUNA,80.0,8.0,-34.75,151.16666667,0.340950948194488,27.0,0.0,False,
26703,A458970,1152403200000,-26.416666666247547,153.58333333300004,COBIA,0.0,7.0,-26.41666667,153.58333333,0.4501496508019967,182.0,0.1,True,
26716,A458988,1117843200000,-36.91666666609358,150.33333333300004,YELLOWFIN TUNA,90.0,8.0,-36.91666667,150.33333333,0.9048727696012324,180.0,0.0,False,
26719,A459002,1155081600000,-37.416666666089185,150.66666666700007,YELLOWFIN TUNA,105.0,18.0,-37.41666667,150.66666667,0.4999086090950554,312.0,0.0,False,
26720,A459003,1155081600000,-37.416666666089185,150.66666666700007,YELLOWFIN TUNA,105.0,18.0,-37.41666667,150.66666667,0.4999086090950554,312.0,0.0,False,
26721,A459004,1155081600000,-37.416666666089185,150.66666666700007,YELLOWFIN TUNA,105.0,0.0,-37.41666667,150.66666667,0.4999086090950554,312.0,0.0,False,
26722,A459009,1143763200000,-37.24999999909061,150.33333333300004,YELLOWFIN TUNA,60.0,4.0,-37.25,150.33333333,0.0638304305018076,28.0,0.0,False,
26723,A459031,1144627200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,85.0,7.0,-37.08333333,150.33333333,0.4024623525318265,48.0,0.0,False,
26724,A459032,1142640000000,-36.9166666660936,150.41666666700007,YELLOWFIN TUNA,95.0,8.0,-36.91666667,150.41666667,0.6236089318627831,68.0,0.2,True,
26725,A459034,1144713600000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,70.0,0.0,-37.08333333,150.33333333,0.4363255447348284,23.0,0.0,False,
26726,A459035,1142640000000,-36.9166666660936,150.41666666700007,YELLOWFIN TUNA,70.0,6.0,-36.91666667,150.41666667,0.6236089318627831,68.0,0.2,True,
26727,A459036,1142640000000,-36.9166666660936,150.41666666700007,YELLOWFIN TUNA,70.0,5.0,-36.91666667,150.41666667,0.6236089318627831,68.0,0.2,True,
26728,A459037,1142640000000,-36.9166666660936,150.41666666700007,YELLOWFIN TUNA,70.0,5.0,-36.91666667,150.41666667,0.6236089318627831,68.0,0.2,True,
26729,A459038,1144713600000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,75.0,0.0,-37.08333333,150.33333333,0.4363255447348284,23.0,0.0,False,
26730,A459040,1144713600000,-36.9166666660936,150.41666666700007,YELLOWFIN TUNA,120.0,35.0,-36.91666667,150.41666667,0.4363255447348284,15.0,0.0,False,
26731,A459041,1148688000000,-37.08333333209212,150.33333333300004,ALBACORE,55.0,3.0,-37.08333333,150.33333333,0.9940323860729154,206.0,0.0,False,
26739,A459051,1143763200000,-37.16666666609135,150.33333333300004,YELLOWFIN TUNA,70.0,0.0,-37.16666667,150.33333333,0.0638304305018076,28.0,0.0,False,
26740,A459052,1143763200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,65.0,3.0,-37.08333333,150.33333333,0.0638304305018076,36.0,0.0,False,
26741,A459053,1143763200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,70.0,4.0,-37.08333333,150.33333333,0.0638304305018076,36.0,0.0,False,
26742,A459054,1143763200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,70.0,4.0,-37.08333333,150.33333333,0.0638304305018076,36.0,0.0,False,
26743,A459055,1143763200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,70.0,0.0,-37.08333333,150.33333333,0.0638304305018076,36.0,0.0,False,
26744,A459056,1146355200000,-37.08333333209213,150.2500000000001,YELLOWFIN TUNA,70.0,5.0,-37.08333333,150.25,0.0797261965918643,110.0,1.6,True,
26745,A459057,1144627200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,95.0,15.0,-37.08333333,150.33333333,0.4024623525318265,48.0,0.0,False,
26747,A459060,1146355200000,-37.08333333209213,150.2500000000001,YELLOWFIN TUNA,60.0,5.0,-37.08333333,150.25,0.0797261965918643,110.0,1.6,True,
26748,A459062,1141516800000,-37.16666666609135,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.16666667,150.33333333,0.1833874332237584,103.0,0.0,False,
26749,A459065,1141516800000,-37.16666666609135,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.16666667,150.33333333,0.1833874332237584,103.0,0.0,False,
26750,A459066,1141516800000,-37.16666666609135,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.16666667,150.33333333,0.1833874332237584,103.0,0.0,False,
26751,A459067,1141516800000,-37.16666666609135,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.16666667,150.33333333,0.1833874332237584,103.0,0.0,False,
26752,A459068,1141516800000,-37.16666666609135,150.33333333300004,YELLOWFIN TUNA,60.0,0.0,-37.16666667,150.33333333,0.1833874332237584,103.0,0.0,False,
26753,A459069,1142035200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,70.0,4.0,-37.08333333,150.33333333,0.3865665864417698,75.0,0.0,False,
26754,A459070,1142640000000,-36.99999999909284,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.0,150.33333333,0.6236089318627831,130.0,0.2,True,
26755,A459071,1142640000000,-36.99999999909284,150.33333333300004,YELLOWFIN TUNA,60.0,0.0,-37.0,150.33333333,0.6236089318627831,130.0,0.2,True,
26756,A459072,1143763200000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.08333333,150.33333333,0.0638304305018076,36.0,0.0,False,
26757,A459073,1142640000000,-36.99999999909284,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.0,150.33333333,0.6236089318627831,130.0,0.2,True,
26758,A459074,1142640000000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,65.0,4.0,-37.08333333,150.33333333,0.6236089318627831,130.0,0.2,True,
26759,A459075,1146355200000,-37.08333333209213,150.2500000000001,YELLOWFIN TUNA,70.0,5.0,-37.08333333,150.25,0.0797261965918643,110.0,1.6,True,
26760,A459077,1148688000000,-37.08333333209212,150.33333333300004,ALBACORE,55.0,3.0,-37.08333333,150.33333333,0.9940323860729154,206.0,0.0,False,
26761,A459078,1146355200000,-37.08333333209213,150.2500000000001,YELLOWFIN TUNA,70.0,5.0,-37.08333333,150.25,0.0797261965918643,110.0,1.6,True,
26762,A459079,1142640000000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.08333333,150.33333333,0.6236089318627831,130.0,0.2,True,
26763,A459080,1142640000000,-37.08333333209212,150.33333333300004,YELLOWFIN TUNA,70.0,4.0,-37.08333333,150.33333333,0.6236089318627831,130.0,0.2,True,
26764,A459081,1143763200000,-37.24999999909061,150.33333333300004,YELLOWFIN TUNA,65.0,0.0,-37.25,150.33333333,0.0638304305018076,28.0,0.0,False,
26765,A459082,1143763200000,-37.24999999909061,150.33333333300004,YELLOWFIN TUNA,60.0,0.0,-37.25,150.33333333,0.0638304305018076,28.0,0.0,False,
26766,A459083,1143763200000,-37.24999999909061,150.33333333300004,YELLOWFIN TUNA,62.0,0.0,-37.25,150.33333333,0.0638304305018076,28.0,0.0,False,
